customer_age,job_type,marital,education,default,balance,housing_loan,personal_loan,month,last_contact_duration,num_contacts_in_campaign,num_contacts_prev_campaign,prev_campaign_outcome,term_deposit_subscribed,mid_month
36.0,admin.,single,secondary,no,556.0,no,no,nov,236.0,1.0,0,unknown,0,1
26.0,admin.,single,secondary,no,387.0,yes,yes,feb,201.0,2.0,2,failure,0,0
36.0,admin.,single,secondary,no,1284.0,no,no,jul,111.0,2.0,0,unknown,0,1
34.0,blue-collar,married,secondary,no,1085.0,yes,no,may,407.0,3.0,0,unknown,0,0
51.0,management,married,secondary,yes,5251.0,yes,no,nov,95.0,1.0,0,unknown,0,1
27.0,services,married,secondary,no,80.0,yes,no,jun,221.0,4.0,0,unknown,0,0
42.0,management,married,tertiary,no,-132.0,yes,no,may,149.0,2.0,0,unknown,0,1
44.0,self-employed,divorced,tertiary,no,5328.0,no,yes,jul,131.0,3.0,0,unknown,0,1
57.0,blue-collar,married,primary,no,779.0,yes,no,feb,98.0,3.0,2,failure,0,0
54.0,technician,married,secondary,no,2063.0,no,no,aug,86.0,2.0,0,unknown,0,0
49.0,blue-collar,divorced,secondary,no,1483.0,yes,no,may,128.0,1.0,1,failure,0,0
47.0,management,married,tertiary,no,6736.0,yes,no,jul,70.0,3.0,0,unknown,0,0
35.0,management,divorced,unknown,no,1.0,yes,no,nov,98.0,2.0,0,unknown,0,1
28.0,entrepreneur,single,tertiary,no,279.0,yes,no,jul,7.0,3.0,0,unknown,0,0
34.0,entrepreneur,married,secondary,yes,-542.0,yes,no,apr,438.0,1.0,0,unknown,0,1
29.0,technician,single,secondary,no,110.0,no,no,feb,328.0,2.0,4,success,1,0
26.0,management,single,tertiary,no,1367.0,no,no,mar,237.0,1.0,1,other,0,1
50.0,admin.,married,secondary,no,3751.0,yes,no,may,237.0,3.0,0,unknown,0,0
36.0,services,single,secondary,no,400.0,yes,yes,jun,74.0,2.0,0,unknown,0,1
57.0,management,single,tertiary,no,561.0,no,no,may,746.0,5.0,0,unknown,1,0
39.0,services,single,secondary,no,67.0,yes,no,may,28.0,3.0,0,unknown,0,0
34.0,technician,married,secondary,no,1230.0,no,no,nov,80.0,1.0,0,unknown,0,0
29.0,management,married,tertiary,no,39.0,no,no,aug,106.0,6.0,0,unknown,0,1
36.0,entrepreneur,married,secondary,no,4869.0,yes,no,may,38.0,3.0,0,unknown,0,0
50.0,technician,married,secondary,no,137.0,no,yes,nov,58.0,1.0,1,failure,0,1
48.0,management,married,tertiary,no,223.0,no,no,feb,99.0,1.0,0,unknown,0,0
33.0,management,single,tertiary,no,311.0,no,no,jan,108.0,1.0,3,success,0,1
49.0,technician,single,secondary,no,84.0,yes,no,jul,156.0,5.0,0,unknown,0,1
27.0,self-employed,single,tertiary,no,4570.0,no,no,aug,204.0,2.0,0,unknown,0,0
43.0,technician,married,secondary,no,306.0,no,no,jul,127.0,2.0,0,unknown,0,1
56.0,retired,divorced,secondary,no,8266.0,yes,no,may,69.0,1.0,0,unknown,0,0
62.0,management,married,tertiary,no,-5.0,yes,yes,apr,172.0,1.0,2,failure,0,0
28.0,admin.,married,secondary,no,1249.0,yes,no,nov,105.0,2.0,0,unknown,0,1
40.0,technician,married,tertiary,no,94.0,yes,yes,may,818.0,1.0,0,unknown,1,1
38.0,technician,married,secondary,no,2762.0,yes,no,nov,695.0,2.0,0,unknown,0,1
37.0,management,married,tertiary,no,1443.0,yes,no,jul,126.0,2.0,0,unknown,0,0
44.0,management,divorced,tertiary,no,2695.0,yes,yes,may,47.0,1.0,0,unknown,0,0
54.0,unemployed,married,secondary,no,13.0,no,no,apr,181.0,1.0,0,unknown,0,0
31.0,admin.,married,tertiary,no,-1008.0,no,no,nov,135.0,1.0,0,unknown,0,1
38.0,housemaid,married,secondary,no,9.0,no,no,aug,165.0,4.0,0,unknown,0,0
35.0,technician,single,tertiary,no,2517.0,no,no,aug,91.0,2.0,0,unknown,0,0
33.0,admin.,married,secondary,no,1952.0,yes,yes,nov,159.0,2.0,3,failure,0,1
27.0,technician,married,secondary,no,263.0,yes,no,jul,808.0,2.0,0,unknown,1,1
36.0,blue-collar,single,primary,no,1695.0,no,no,jun,256.0,3.0,0,unknown,0,0
38.0,technician,single,secondary,no,-3.0,yes,no,may,249.0,3.0,0,unknown,0,0
34.0,services,married,secondary,no,196.0,no,yes,jun,46.0,1.0,0,unknown,0,0
25.0,blue-collar,single,primary,no,501.0,yes,no,apr,243.0,2.0,1,other,0,1
34.0,blue-collar,single,secondary,no,1415.0,yes,no,apr,646.0,1.0,1,failure,0,1
40.0,technician,single,tertiary,no,-93.0,yes,no,may,84.0,4.0,0,unknown,0,1
50.0,blue-collar,married,secondary,no,956.0,no,yes,jun,297.0,2.0,4,success,1,1
72.0,retired,married,secondary,no,1311.0,no,no,apr,321.0,1.0,1,failure,0,0
38.0,technician,single,tertiary,no,1.0,no,no,jun,157.0,2.0,0,unknown,0,1
28.0,student,single,tertiary,no,268.0,no,no,jul,189.0,1.0,0,unknown,0,1
47.0,technician,married,primary,no,231.0,no,no,sep,390.0,2.0,3,success,1,0
34.0,technician,divorced,secondary,no,3346.0,yes,no,may,117.0,1.0,3,failure,0,0
23.0,student,single,secondary,no,159.0,yes,no,may,69.0,1.0,0,unknown,0,0
30.0,self-employed,single,secondary,no,1033.0,no,no,oct,20.0,1.0,0,unknown,0,1
28.0,blue-collar,single,secondary,no,500.0,yes,no,apr,113.0,1.0,0,unknown,0,0
28.0,admin.,single,tertiary,no,-194.0,no,no,may,153.0,2.0,0,unknown,0,1
47.0,management,divorced,tertiary,no,4918.0,yes,yes,jul,0.0,2.0,0,unknown,0,1
32.0,blue-collar,married,secondary,no,3169.0,yes,no,nov,428.0,3.0,0,unknown,0,1
56.0,retired,married,primary,no,-4.0,yes,no,aug,81.0,2.0,0,unknown,0,0
29.0,technician,single,secondary,no,1107.0,no,no,aug,107.0,8.0,0,unknown,0,1
40.0,blue-collar,married,unknown,no,3373.0,yes,no,may,170.0,1.0,0,unknown,0,0
35.0,blue-collar,married,secondary,no,739.0,yes,no,may,174.0,2.0,0,unknown,0,1
40.0,technician,married,secondary,no,1384.0,yes,yes,jul,450.0,1.0,0,unknown,0,0
32.0,services,single,secondary,no,3674.0,yes,no,may,180.0,2.0,0,unknown,0,0
28.0,blue-collar,single,secondary,no,-187.0,no,no,jul,185.0,1.0,0,unknown,0,1
36.0,blue-collar,married,primary,no,101.0,yes,no,may,45.0,6.0,0,unknown,0,1
74.0,retired,married,secondary,no,22.0,no,no,nov,519.0,2.0,0,unknown,0,0
43.0,blue-collar,married,secondary,no,1540.0,yes,no,nov,143.0,6.0,3,failure,0,1
43.0,services,married,tertiary,no,876.0,no,no,oct,248.0,3.0,0,unknown,1,1
38.0,services,single,secondary,no,200.0,yes,no,may,128.0,1.0,0,unknown,0,1
50.0,technician,married,unknown,no,665.0,yes,no,jul,208.0,4.0,0,unknown,0,1
38.0,management,single,unknown,no,66.0,no,no,jul,300.0,1.0,2,success,1,0
51.0,admin.,married,secondary,no,2967.0,no,no,jun,66.0,2.0,0,unknown,0,1
31.0,blue-collar,married,secondary,no,1.0,yes,yes,may,308.0,2.0,0,unknown,0,0
47.0,unemployed,divorced,secondary,no,581.0,yes,no,may,83.0,1.0,0,unknown,0,0
40.0,blue-collar,married,secondary,no,15.0,no,no,may,191.0,2.0,0,unknown,0,1
55.0,housemaid,married,primary,no,3.0,no,no,aug,269.0,3.0,0,unknown,0,1
57.0,technician,single,tertiary,no,88.0,yes,no,may,127.0,3.0,0,unknown,0,0
37.0,management,single,tertiary,no,1743.0,yes,no,jul,428.0,2.0,0,unknown,0,1
59.0,blue-collar,married,secondary,no,1.0,yes,no,may,223.0,4.0,0,unknown,0,1
30.0,blue-collar,single,secondary,no,527.0,yes,no,may,563.0,2.0,0,unknown,1,0
46.0,management,married,tertiary,no,523.0,yes,no,may,859.0,2.0,0,unknown,0,0
37.0,services,married,secondary,no,430.0,no,no,jun,261.0,2.0,0,unknown,0,0
36.0,services,divorced,secondary,no,1064.0,yes,no,jun,16.0,4.0,0,unknown,0,1
56.0,technician,divorced,secondary,no,369.0,no,no,aug,262.0,4.0,0,unknown,0,0
50.0,blue-collar,married,primary,no,18.0,yes,yes,apr,243.0,2.0,1,failure,0,1
33.0,admin.,married,secondary,no,303.0,yes,no,may,194.0,3.0,0,unknown,0,1
71.0,housemaid,married,primary,no,1075.0,no,no,aug,195.0,2.0,2,failure,0,1
61.0,admin.,married,secondary,no,2144.0,no,no,nov,269.0,2.0,0,unknown,0,1
21.0,admin.,single,tertiary,no,670.0,yes,no,jul,256.0,1.0,0,unknown,0,0
33.0,blue-collar,married,secondary,no,556.0,yes,no,may,45.0,1.0,0,unknown,0,1
31.0,technician,married,tertiary,no,1491.0,yes,no,aug,316.0,2.0,0,unknown,0,0
38.0,services,single,secondary,no,513.0,yes,no,may,339.0,1.0,0,unknown,0,1
30.0,blue-collar,married,secondary,no,605.0,yes,no,nov,399.0,2.0,0,unknown,0,1
44.0,housemaid,married,primary,no,1179.0,no,no,aug,174.0,2.0,0,unknown,0,0
53.0,management,divorced,tertiary,no,191.0,yes,no,may,224.0,1.0,0,unknown,0,1
35.0,technician,married,secondary,no,-347.0,no,no,aug,127.0,4.0,0,unknown,0,0
53.0,admin.,married,primary,no,572.0,yes,no,jul,453.0,1.0,0,unknown,0,1
44.0,blue-collar,married,secondary,no,36.0,yes,no,may,128.0,8.0,0,unknown,0,0
30.0,admin.,divorced,secondary,no,2980.0,no,no,apr,941.0,4.0,2,other,0,1
58.0,retired,married,primary,no,926.0,no,no,may,307.0,1.0,0,unknown,0,1
37.0,admin.,married,secondary,no,-2.0,yes,no,jul,70.0,1.0,0,unknown,0,1
51.0,technician,married,secondary,no,2716.0,no,no,may,106.0,2.0,0,unknown,0,1
57.0,retired,married,secondary,no,5631.0,yes,no,jul,384.0,7.0,0,unknown,0,1
39.0,admin.,divorced,secondary,no,320.0,yes,no,may,71.0,4.0,0,unknown,0,0
26.0,admin.,single,unknown,no,232.0,yes,no,may,377.0,1.0,0,unknown,0,0
30.0,management,divorced,tertiary,no,297.0,no,no,aug,180.0,1.0,0,unknown,0,0
46.0,blue-collar,married,secondary,no,639.0,yes,no,sep,125.0,2.0,2,failure,1,0
66.0,retired,married,secondary,no,3811.0,no,no,aug,347.0,1.0,0,unknown,0,1
27.0,student,single,tertiary,no,4865.0,yes,no,may,258.0,2.0,4,other,0,0
35.0,blue-collar,married,primary,no,-5.0,yes,no,jul,89.0,6.0,0,unknown,0,1
46.0,management,married,tertiary,no,519.0,yes,no,apr,80.0,1.0,0,unknown,0,0
42.0,technician,married,secondary,no,803.0,no,no,aug,69.0,4.0,0,unknown,0,1
52.0,admin.,married,secondary,no,616.0,yes,no,may,136.0,2.0,0,unknown,0,1
43.0,blue-collar,single,primary,no,1588.0,yes,no,nov,193.0,2.0,3,success,0,1
39.0,management,married,secondary,no,219.0,yes,no,may,128.0,2.0,1,failure,0,0
31.0,technician,married,tertiary,no,181.0,yes,no,jul,95.0,2.0,0,unknown,0,1
32.0,unemployed,married,secondary,no,25.0,yes,no,nov,616.0,1.0,0,unknown,0,1
45.0,housemaid,married,unknown,no,1037.0,no,no,jun,712.0,1.0,0,unknown,0,1
27.0,student,single,unknown,no,132.0,no,no,jul,269.0,1.0,0,unknown,1,0
60.0,blue-collar,married,primary,no,3059.0,yes,no,aug,76.0,2.0,0,unknown,0,0
57.0,retired,divorced,tertiary,no,69.0,yes,no,may,796.0,2.0,0,unknown,0,0
57.0,retired,divorced,secondary,no,-83.0,no,yes,jul,229.0,6.0,0,unknown,0,1
39.0,services,married,secondary,no,-378.0,yes,yes,jul,146.0,6.0,0,unknown,0,1
46.0,admin.,married,secondary,no,311.0,no,no,aug,206.0,6.0,0,unknown,0,0
35.0,management,single,tertiary,no,1747.0,yes,no,nov,204.0,1.0,2,failure,0,1
45.0,technician,married,secondary,no,352.0,yes,no,may,362.0,3.0,0,unknown,0,0
38.0,blue-collar,married,secondary,no,7449.0,yes,no,nov,201.0,2.0,0,unknown,0,1
37.0,blue-collar,married,primary,no,900.0,yes,no,may,608.0,4.0,0,unknown,0,0
51.0,management,married,tertiary,no,262.0,no,no,may,172.0,1.0,0,unknown,0,0
27.0,blue-collar,married,unknown,no,410.0,yes,no,may,522.0,1.0,0,unknown,1,1
56.0,retired,married,secondary,no,8.0,no,no,nov,308.0,2.0,0,unknown,0,1
48.0,services,married,primary,no,52.0,no,yes,jul,140.0,2.0,0,unknown,0,1
41.0,blue-collar,married,secondary,no,425.0,yes,no,jul,190.0,3.0,0,unknown,0,1
57.0,entrepreneur,married,secondary,no,654.0,yes,no,nov,180.0,2.0,1,failure,0,1
38.0,admin.,married,secondary,no,4321.0,yes,no,nov,162.0,1.0,2,failure,0,1
36.0,housemaid,married,secondary,no,405.0,yes,no,may,98.0,2.0,0,unknown,0,0
62.0,retired,married,tertiary,no,2864.0,no,no,jun,55.0,7.0,0,unknown,0,1
58.0,retired,married,primary,no,2076.0,no,no,dec,455.0,1.0,2,success,1,1
42.0,blue-collar,married,secondary,no,1374.0,yes,no,may,242.0,4.0,0,unknown,0,0
50.0,technician,divorced,secondary,no,28.0,no,no,aug,276.0,9.0,0,unknown,0,1
35.0,self-employed,married,tertiary,no,12.0,yes,no,may,82.0,4.0,0,unknown,0,1
58.0,retired,married,secondary,no,1176.0,no,no,jul,89.0,1.0,0,unknown,0,1
28.0,admin.,married,secondary,no,279.0,yes,no,jul,477.0,1.0,0,unknown,0,1
41.0,technician,married,secondary,no,2.0,no,yes,feb,357.0,2.0,0,unknown,0,0
38.0,management,single,tertiary,no,493.0,no,no,aug,188.0,8.0,1,failure,1,1
24.0,services,single,secondary,no,115.0,yes,yes,may,61.0,1.0,0,unknown,0,0
27.0,self-employed,single,unknown,no,-146.0,yes,no,may,152.0,1.0,0,unknown,0,1
35.0,blue-collar,married,primary,no,887.0,yes,yes,jun,11.0,5.0,0,unknown,0,1
31.0,services,married,secondary,no,1384.0,yes,no,may,176.0,1.0,0,unknown,0,1
54.0,self-employed,divorced,primary,no,354.0,yes,no,jun,624.0,2.0,0,unknown,1,0
40.0,services,married,secondary,no,7510.0,no,no,jun,580.0,1.0,0,unknown,0,1
44.0,blue-collar,married,primary,no,237.0,no,no,aug,291.0,3.0,0,unknown,0,0
45.0,housemaid,married,primary,no,963.0,no,no,may,188.0,1.0,0,unknown,0,0
37.0,blue-collar,married,primary,no,99.0,yes,no,may,477.0,2.0,0,unknown,0,1
34.0,blue-collar,married,secondary,no,102.0,yes,no,feb,54.0,5.0,0,unknown,0,0
60.0,housemaid,married,primary,no,186.0,no,no,aug,81.0,1.0,2,failure,0,0
47.0,blue-collar,married,primary,no,1753.0,yes,no,may,85.0,1.0,0,unknown,0,0
41.0,management,married,tertiary,no,-1741.0,yes,yes,jul,251.0,4.0,0,unknown,0,1
53.0,blue-collar,married,secondary,no,69.0,no,no,jun,367.0,2.0,0,unknown,0,0
33.0,admin.,divorced,secondary,no,-23.0,yes,no,may,81.0,2.0,0,unknown,0,1
35.0,technician,married,secondary,no,881.0,yes,no,may,656.0,1.0,0,unknown,0,1
53.0,self-employed,married,tertiary,no,285.0,no,yes,jul,294.0,3.0,0,unknown,0,1
50.0,services,married,secondary,no,484.0,yes,yes,may,60.0,2.0,0,unknown,0,1
57.0,management,married,tertiary,no,3825.0,no,no,jun,210.0,3.0,0,unknown,0,0
36.0,student,single,secondary,no,908.0,no,no,jun,0.0,8.0,0,unknown,0,1
56.0,admin.,married,secondary,no,407.0,yes,no,may,595.0,1.0,2,other,1,1
60.0,management,married,primary,no,2340.0,yes,no,may,404.0,1.0,0,unknown,0,0
51.0,admin.,married,primary,no,-72.0,no,yes,jul,180.0,7.0,0,unknown,0,0
49.0,services,married,secondary,no,540.0,yes,no,may,151.0,2.0,2,failure,0,0
49.0,management,divorced,primary,no,93.0,no,yes,jul,458.0,7.0,0,unknown,0,1
31.0,blue-collar,married,primary,no,3283.0,yes,no,may,81.0,5.0,0,unknown,0,1
58.0,management,married,primary,no,873.0,no,no,may,222.0,1.0,1,success,1,0
36.0,technician,single,secondary,no,179.0,no,no,aug,73.0,2.0,0,unknown,0,0
54.0,admin.,married,secondary,no,145.0,no,no,aug,98.0,1.0,0,unknown,0,1
39.0,blue-collar,married,primary,no,594.0,yes,no,may,61.0,3.0,2,failure,0,1
43.0,management,married,secondary,no,232.0,no,yes,aug,257.0,1.0,0,unknown,0,0
36.0,blue-collar,single,secondary,no,275.0,yes,no,jun,18.0,8.0,0,unknown,0,0
55.0,management,married,tertiary,no,367.0,yes,no,jul,294.0,1.0,0,unknown,0,1
46.0,services,married,secondary,no,180.0,yes,yes,jul,191.0,4.0,0,unknown,0,0
45.0,blue-collar,married,secondary,no,154.0,yes,yes,may,264.0,2.0,0,unknown,0,1
32.0,blue-collar,married,tertiary,no,25.0,yes,no,may,371.0,1.0,0,unknown,0,1
53.0,technician,married,secondary,no,519.0,yes,yes,feb,57.0,3.0,4,failure,0,0
31.0,management,single,tertiary,no,616.0,yes,no,nov,106.0,1.0,0,unknown,0,1
31.0,management,married,tertiary,no,517.0,yes,no,may,501.0,2.0,0,unknown,0,1
39.0,management,married,tertiary,no,-125.0,yes,no,may,153.0,1.0,2,failure,0,0
29.0,services,married,secondary,no,420.0,yes,no,jul,214.0,11.0,0,unknown,0,1
43.0,management,single,secondary,no,9.0,no,no,jun,130.0,11.0,0,unknown,0,0
29.0,services,single,secondary,no,705.0,yes,no,may,144.0,5.0,0,unknown,0,0
39.0,admin.,divorced,secondary,no,3.0,yes,no,may,132.0,5.0,0,unknown,0,1
45.0,housemaid,married,primary,no,278.0,yes,no,may,277.0,3.0,0,unknown,0,0
37.0,entrepreneur,married,secondary,no,-275.0,no,yes,jun,126.0,2.0,0,unknown,0,1
38.0,management,married,tertiary,no,4536.0,no,no,jul,266.0,3.0,1,failure,1,0
39.0,management,married,tertiary,no,297.0,yes,no,may,309.0,1.0,4,failure,0,0
52.0,retired,divorced,secondary,no,-21.0,no,no,jun,287.0,1.0,0,unknown,0,0
31.0,unemployed,married,primary,no,-64.0,yes,no,may,638.0,1.0,0,unknown,0,1
57.0,retired,married,tertiary,no,1027.0,no,yes,jul,186.0,1.0,0,unknown,0,0
35.0,technician,married,secondary,no,-2.0,yes,no,jul,428.0,1.0,0,unknown,0,1
41.0,entrepreneur,married,secondary,no,685.0,no,no,jul,226.0,3.0,0,unknown,0,1
33.0,management,single,tertiary,no,2158.0,no,no,feb,392.0,1.0,0,unknown,1,1
29.0,technician,single,tertiary,no,540.0,yes,no,may,328.0,3.0,0,unknown,0,0
60.0,technician,married,secondary,no,9.0,no,yes,jul,277.0,1.0,0,unknown,0,0
25.0,technician,single,tertiary,no,180.0,yes,yes,apr,415.0,1.0,0,unknown,0,1
56.0,management,divorced,secondary,no,-3.0,no,no,aug,107.0,2.0,0,unknown,0,1
61.0,retired,married,secondary,no,1205.0,no,no,aug,212.0,2.0,0,unknown,0,0
37.0,management,married,tertiary,no,-5.0,no,yes,jul,688.0,1.0,0,unknown,0,1
35.0,admin.,married,tertiary,no,55.0,yes,no,jul,377.0,1.0,0,unknown,0,0
54.0,management,married,secondary,no,4077.0,no,no,may,152.0,1.0,0,unknown,0,0
37.0,services,single,secondary,no,1543.0,yes,no,nov,402.0,1.0,0,unknown,0,1
40.0,management,married,tertiary,no,255.0,yes,yes,jul,110.0,3.0,0,unknown,0,0
45.0,services,married,secondary,no,182.0,yes,no,apr,827.0,1.0,0,unknown,0,0
24.0,services,single,secondary,no,2044.0,yes,no,may,455.0,1.0,0,unknown,0,0
40.0,management,married,secondary,no,2583.0,yes,no,jun,152.0,3.0,0,unknown,0,1
44.0,management,divorced,tertiary,no,6.0,no,no,may,262.0,1.0,0,unknown,0,0
31.0,blue-collar,single,secondary,no,6335.0,yes,no,nov,112.0,2.0,0,unknown,0,1
32.0,management,single,tertiary,no,1044.0,yes,no,apr,194.0,5.0,0,unknown,0,1
34.0,management,divorced,tertiary,no,647.0,no,no,jul,237.0,2.0,1,failure,0,1
42.0,entrepreneur,single,primary,no,107.0,yes,no,may,160.0,5.0,0,unknown,0,1
44.0,blue-collar,married,unknown,no,454.0,yes,no,nov,374.0,2.0,0,unknown,0,1
75.0,retired,married,primary,no,2219.0,no,no,feb,412.0,1.0,0,unknown,1,0
50.0,blue-collar,divorced,primary,no,1540.0,yes,no,nov,5.0,1.0,0,unknown,0,1
49.0,blue-collar,married,secondary,no,50.0,yes,yes,may,116.0,1.0,0,unknown,0,0
39.0,blue-collar,single,primary,no,209.0,no,yes,jun,47.0,3.0,0,unknown,0,1
23.0,admin.,single,secondary,no,320.0,yes,no,jul,252.0,7.0,0,unknown,0,1
60.0,retired,married,primary,no,3402.0,yes,no,feb,102.0,3.0,2,failure,0,0
39.0,self-employed,married,secondary,no,1634.0,no,no,jul,626.0,2.0,0,unknown,1,0
36.0,blue-collar,married,secondary,no,523.0,yes,no,may,84.0,1.0,0,unknown,0,1
29.0,blue-collar,single,primary,no,1.0,yes,no,jun,280.0,2.0,0,unknown,0,0
32.0,technician,married,secondary,no,-1.0,yes,no,apr,120.0,1.0,0,unknown,0,0
40.0,management,divorced,tertiary,no,449.0,yes,no,jun,216.0,2.0,0,unknown,0,0
28.0,management,married,tertiary,no,2605.0,yes,no,feb,294.0,4.0,0,unknown,1,0
44.0,services,married,secondary,no,72.0,yes,yes,may,144.0,1.0,0,unknown,0,0
51.0,blue-collar,married,primary,no,511.0,yes,yes,nov,123.0,1.0,0,unknown,0,1
38.0,housemaid,married,unknown,no,425.0,no,no,aug,504.0,4.0,0,unknown,0,0
60.0,management,divorced,tertiary,no,253.0,yes,no,oct,275.0,1.0,0,unknown,1,1
38.0,management,single,tertiary,no,1213.0,yes,no,may,65.0,3.0,0,unknown,0,1
26.0,student,single,unknown,no,1442.0,no,no,feb,259.0,2.0,0,unknown,0,0
49.0,admin.,married,primary,no,204.0,no,no,aug,141.0,2.0,0,unknown,0,1
32.0,services,divorced,secondary,no,1532.0,yes,no,nov,29.0,1.0,0,unknown,0,1
29.0,admin.,single,secondary,no,121.0,no,no,feb,248.0,3.0,0,unknown,0,1
32.0,services,married,tertiary,no,36.0,yes,no,may,322.0,1.0,0,unknown,0,0
56.0,blue-collar,married,secondary,no,626.0,no,no,aug,127.0,2.0,0,unknown,0,1
25.0,technician,single,secondary,no,533.0,no,no,jul,161.0,7.0,0,unknown,0,0
44.0,management,married,tertiary,no,2312.0,yes,no,may,85.0,3.0,0,unknown,0,1
46.0,admin.,married,secondary,no,4.0,no,no,jul,205.0,1.0,0,unknown,0,1
39.0,management,married,tertiary,no,282.0,yes,no,apr,311.0,1.0,3,success,0,0
41.0,admin.,single,secondary,no,964.0,yes,no,apr,497.0,1.0,0,unknown,0,0
56.0,retired,married,primary,no,1392.0,no,yes,aug,158.0,2.0,0,unknown,0,0
77.0,retired,married,primary,no,151.0,no,no,may,218.0,1.0,3,success,1,0
74.0,retired,married,primary,no,-2.0,no,no,nov,316.0,2.0,2,success,0,0
55.0,retired,married,secondary,no,985.0,no,no,aug,145.0,1.0,0,unknown,0,0
46.0,management,married,secondary,no,2893.0,no,no,jul,405.0,1.0,1,success,1,0
58.0,management,married,tertiary,no,831.0,yes,yes,may,679.0,1.0,1,success,1,0
28.0,student,married,primary,no,425.0,yes,no,jul,490.0,1.0,0,unknown,1,0
27.0,services,single,primary,no,406.0,yes,no,may,449.0,1.0,1,other,0,0
44.0,admin.,married,secondary,no,452.0,no,no,may,114.0,4.0,0,unknown,0,0
46.0,unemployed,single,secondary,no,833.0,no,no,nov,88.0,1.0,0,unknown,0,1
59.0,management,married,tertiary,no,97.0,no,no,nov,858.0,1.0,0,unknown,1,1
58.0,management,married,primary,no,-3.0,yes,no,may,133.0,3.0,0,unknown,0,0
43.0,services,single,secondary,no,0.0,yes,no,may,209.0,1.0,0,unknown,0,0
33.0,services,married,secondary,no,358.0,yes,no,jan,72.0,2.0,5,failure,0,1
31.0,blue-collar,single,primary,no,411.0,yes,no,may,135.0,1.0,4,other,0,0
45.0,technician,married,secondary,no,296.0,yes,yes,jun,169.0,1.0,0,unknown,0,0
66.0,retired,divorced,secondary,no,4835.0,no,no,oct,640.0,1.0,3,failure,1,1
56.0,retired,married,secondary,no,989.0,no,no,jul,36.0,1.0,0,unknown,0,1
28.0,management,single,tertiary,no,4807.0,no,no,mar,254.0,1.0,0,unknown,1,0
38.0,blue-collar,married,secondary,no,-348.0,yes,yes,feb,121.0,2.0,2,other,0,0
40.0,technician,married,unknown,no,836.0,no,no,may,827.0,2.0,0,unknown,0,1
57.0,retired,married,secondary,no,-1206.0,yes,no,jun,370.0,2.0,0,unknown,1,0
55.0,management,married,tertiary,no,1226.0,no,no,jun,215.0,1.0,0,unknown,1,0
45.0,technician,married,secondary,no,453.0,yes,no,jul,129.0,1.0,0,unknown,0,0
26.0,blue-collar,married,primary,no,669.0,yes,no,apr,39.0,1.0,0,unknown,0,1
36.0,services,single,secondary,no,138.0,yes,yes,may,61.0,1.0,2,other,0,0
38.0,services,married,secondary,no,3743.0,yes,no,apr,256.0,1.0,0,unknown,0,0
27.0,blue-collar,married,secondary,no,47.0,yes,yes,may,238.0,1.0,0,unknown,0,0
35.0,admin.,single,secondary,no,589.0,yes,no,jul,163.0,5.0,0,unknown,0,1
32.0,admin.,single,secondary,no,45.0,no,no,jul,495.0,1.0,0,unknown,0,0
33.0,management,single,secondary,no,3.0,yes,yes,may,403.0,7.0,0,unknown,0,1
26.0,student,single,tertiary,no,5169.0,yes,no,sep,437.0,1.0,3,success,1,0
37.0,blue-collar,married,primary,no,-85.0,yes,no,may,228.0,1.0,0,unknown,0,1
31.0,management,single,tertiary,no,30.0,yes,no,may,27.0,1.0,0,unknown,0,0
24.0,blue-collar,married,secondary,no,-508.0,yes,yes,jun,414.0,2.0,0,unknown,0,0
56.0,entrepreneur,divorced,tertiary,no,877.0,no,no,jun,444.0,3.0,0,unknown,0,1
51.0,technician,married,secondary,no,2099.0,yes,no,apr,545.0,1.0,2,failure,1,0
31.0,technician,single,tertiary,no,14.0,no,no,aug,265.0,8.0,0,unknown,0,1
31.0,services,single,secondary,no,1189.0,yes,no,may,162.0,2.0,2,other,0,0
41.0,blue-collar,married,primary,no,143.0,yes,no,may,20.0,9.0,0,unknown,0,0
36.0,blue-collar,married,unknown,no,1113.0,yes,no,may,205.0,1.0,0,unknown,0,1
40.0,blue-collar,married,primary,no,1792.0,yes,no,jun,50.0,1.0,0,unknown,0,1
59.0,technician,married,secondary,no,1080.0,yes,no,may,0.0,4.0,0,unknown,0,0
38.0,blue-collar,married,secondary,no,50.0,yes,no,may,398.0,2.0,0,unknown,0,0
31.0,unemployed,divorced,secondary,no,350.0,yes,no,may,294.0,1.0,0,unknown,0,0
33.0,services,married,secondary,no,28.0,yes,no,may,86.0,1.0,0,unknown,0,0
30.0,services,married,secondary,no,19.0,yes,no,may,69.0,1.0,0,unknown,0,0
24.0,technician,single,secondary,no,345.0,no,no,oct,143.0,2.0,0,unknown,0,0
40.0,management,married,tertiary,no,573.0,yes,no,feb,98.0,2.0,1,failure,0,0
26.0,admin.,single,secondary,no,478.0,no,yes,feb,179.0,1.0,0,unknown,1,0
50.0,housemaid,married,tertiary,no,556.0,no,no,jul,36.0,5.0,0,unknown,0,1
31.0,housemaid,married,tertiary,no,354.0,yes,no,feb,120.0,3.0,2,failure,0,0
43.0,blue-collar,married,secondary,no,127.0,yes,no,may,108.0,1.0,0,unknown,0,1
46.0,blue-collar,married,secondary,no,3234.0,yes,no,nov,45.0,1.0,3,failure,0,1
77.0,retired,divorced,primary,no,1930.0,no,no,sep,764.0,1.0,5,other,0,0
